text,Pattern Category,label
 Remove Product? ,Not Dark Pattern,0
Low in stock,Scarcity,1
Last 1 in stock,Scarcity,1
"No thanks, I'll pay full price",Misdirection,4
"Someone in Alexandria, United States just bought TTDeye Queen Green Colored Contact Lenses",Social Proof,2
Act now and save $12.99. Limited time only!,Urgency,3
FREE NECKLACE FOR MOM 01Days 01Hrs 35Mins 02Secs,Urgency,3
Only 1 item left!,Scarcity,1
 JOINT Oil ,Not Dark Pattern,0
New Rifles,Not Dark Pattern,0
Only 8 left in stock,Scarcity,1
Only 3 left!,Scarcity,1
Only 4 copies left,Scarcity,1
"Another babe in Alexandria, United States just ordered Flat Tummy Tea",Social Proof,2
Popular Item! 🔥 16 people are viewing this and 18 recently purchased it.,Social Proof,2
Nectar,Not Dark Pattern,0
Only 4 left In Stock,Scarcity,1
"Book picture is for illustrative purposes only, actual binding, cover or edition may vary.",Not Dark Pattern,0
TSX Remotes,Not Dark Pattern,0
 Summer V Neck Solid Color Short Sleeve Waffle T-Shirt ,Not Dark Pattern,0
"No thanks, I don't like to save",Misdirection,4
 Riding Culture Neue Lifestyle-Marke bei motoin ,Not Dark Pattern,0
 Face Masks,Not Dark Pattern,0
"Someone in Tornado, United States just bought Fresh Melon Menthol 2 hours ago",Social Proof,2
Shopping with JD,Not Dark Pattern,0
Round Boards,Not Dark Pattern,0
Download mobile app,Not Dark Pattern,0
Availability: In Stock Hurry! Only 8 Left!,Scarcity,1
 All Brands A-Z ,Not Dark Pattern,0
2 people are looking at this listing now,Social Proof,2
"No USB or Y-Adapter!? Our USB Sound Card is highly recommended for PC (Mac/Linux/Windows) and works with current gen consoles. The Y adapter is recommended for console gaming, phone, or other TRRS jacks.",Misdirection,4
 Alchemy Books ,Not Dark Pattern,0
$132.90 $99.00,Misdirection,4
Please Order Within: 0 0 : 0 2 : 4 1 : 10 65,Urgency,3
Limited-time Offer: Bundle a base and get 20% off,Misdirection,4
Pro Boost Treatments,Not Dark Pattern,0
HURRY! EXCLUSIVE DEAL FOR YOU! 1 4 : 4 5,Urgency,3
Add to Your Gift and We'll Ship it For Free!,Misdirection,4
 Gold Refine by Color: Gold ,Not Dark Pattern,0
Accent Chairs,Not Dark Pattern,0
5 people are looking at this product right now,Social Proof,2
 Payment Methods ,Not Dark Pattern,0
Choose which store you would like to visit,Not Dark Pattern,0
"No thanks, I dont want a discount",Misdirection,4
TiesToys & GamesTravelWatches,Not Dark Pattern,0
" well, this is awkward. ",Not Dark Pattern,0
 View all Ink categories ,Not Dark Pattern,0
Compare at,Misdirection,4
Daystate FAC Air Rifles,Not Dark Pattern,0
"No thanks, I've got too much cool Glock stuff!",Misdirection,4
Someone bought: HYPE BLUE LARGE SPLAT KIDS LEGGINGS,Social Proof,2
"Sign Up To Our Newsletter To Receive News, Offers And Promotions.",Not Dark Pattern,0
I'LL PAY FULL PRICE,Misdirection,4
Only 1 Left !,Scarcity,1
99 people are looking at this right now,Social Proof,2
Offer ends in,Urgency,3
"Hurry, Sale ends in 9 Hours!",Urgency,3
"Hurry, only a few left!",Scarcity,1
Only 15 left in stock,Scarcity,1
"We cannot guarantee door to door delivery for every customer. Buyers in remote areas such as farms, islands, mining camps, small towns, or out-of-towners, etc may need to collect from their nearest freight depot.",Not Dark Pattern,0
I don't like discounts,Misdirection,4
Canvas Wall Art,Not Dark Pattern,0
Only 4 Left!,Scarcity,1
American Diamond Earrings,Not Dark Pattern,0
 Sign In With Google ,Not Dark Pattern,0
"For any other inquiries, Click here",Not Dark Pattern,0
Recent searches,Not Dark Pattern,0
Hurry up! Sales Ends in DAYS HRS MINS SECS by Beeketing ,Urgency,3
60% OFF ENDS IN DAYS HOURS MINUTES SECONDS,Urgency,3
"Don't miss out, only 2 left in stock",Scarcity,1
 EVO SP All EVO SP parts and accessories ,Not Dark Pattern,0
About Ruth Hogan,Not Dark Pattern,0
Only 14 left in stock,Scarcity,1
Don't forget the essentials Get up to 2 years of accidental damage coverage with AppleCare+.,Misdirection,4
"No, I'll rather pay full price.",Misdirection,4
Extra Soft Cleansing Wipes,Not Dark Pattern,0
Customers also bought,Misdirection,4
Someone in United States just purchased a,Social Proof,2
"We use cookies to improve our services, make personal offers, and enhance your experience. If you do not accept optional cookies below, your experience may be affected. If you want to know more, please, read the Cookie Policy",Not Dark Pattern,0
Mens Footwear,Not Dark Pattern,0
 Send Us Your Jersey ,Not Dark Pattern,0
"This genuine Spanish espadrille impressed our buyers so much they ordered them in a variety of gorgeous colours. With its uncomplicated design, plush leather sole and a practical platform wedge, you'll have a hard time getting through the warmer months without them. They're perfect for the beach, casual weekend barbeques or brunch with the girls.",Not Dark Pattern,0
COMBAT GEARHot,Not Dark Pattern,0
Only 82 left in stock!,Scarcity,1
"Find your local store, view opening hours and find out where you can get your latest pickup in-store!",Not Dark Pattern,0
2day 13:49:51 Left,Urgency,3
MOST POPULAR,Social Proof,2
 Free Delivery to Home & Next day delivery available to store* ,Not Dark Pattern,0
 Terms of Use Privacy Policy Do Not Sell My Personal Information Request My Personal Information ,Not Dark Pattern,0
 Brand case & cloth included ,Not Dark Pattern,0
Grocery & Liquor,Not Dark Pattern,0
Carnival Remotes,Not Dark Pattern,0
65% of our customers added Surefit protection this year.,Social Proof,2
Pay weekly ,Not Dark Pattern,0
People also buy this with,Misdirection,4
" Gift TypeFlowers, Cakes, Plants, etc. ",Not Dark Pattern,0
This is how you can reject or delete your cookies,Not Dark Pattern,0
"No Thanks, I'd rather pay full price",Misdirection,4
 Naked Wolfe ,Not Dark Pattern,0
Devices ,Not Dark Pattern,0
Was this product description useful?YesNo,Not Dark Pattern,0
Tree Frog Terrariums,Not Dark Pattern,0
"We're sorry, this store is closed.",Not Dark Pattern,0
24 people have purchased this wine today,Social Proof,2
Your cart is reserved for 14:57 minutes!,Urgency,3
(only 5 left),Scarcity,1
Low Stock Only 2 left,Scarcity,1
Rachel Comey,Not Dark Pattern,0
BOTTLES LEFT 3,Scarcity,1
 Sustainably made,Not Dark Pattern,0
I have a strong liking to walnut. Even the sapwood can look very presentable when finished good. Thus cutting board is a great item for use and conversation and looks good. ,Not Dark Pattern,0
 By Doug,Not Dark Pattern,0
Hurry! Only 2 left,Scarcity,1
Get it fast! 14 added to bag today,Social Proof,2
Currently less than 10 available,Scarcity,1
 Indoor Festive Lights ,Not Dark Pattern,0
Last one available,Scarcity,1
20% OFF VALENTINE\u2019S DAY FAVOURITES * | LIMITED TIME ONLY,Urgency,3
Choose Type of Cookies You Accept Using,Not Dark Pattern,0
Bought by 39 people in last few hours! HOT SELLER!,Social Proof,2
• Recommended to be used with Downy for better long lasting freshness ,Not Dark Pattern,0
"Someone in Byron Bay, NSW just bought",Social Proof,2
NRA Annual Meetings & Exhibits,Not Dark Pattern,0
What is a cookie?,Not Dark Pattern,0
5338 people viewed this in the last hour,Social Proof,2
Rainbow Li,Not Dark Pattern,0
THIS PRODUCT HAS BEEN VIEWED 480 TIMES IN THE LAST 48 HOURS,Social Proof,2
Bob's For Business,Not Dark Pattern,0
 Tweet Share Pin It Add Email ,Not Dark Pattern,0
 Cable Winders ,Not Dark Pattern,0
"James in Cashion, Oklahoma just bought Glossy Black Brick Geode / Amber Gradient Fast Lanes",Social Proof,2
"Hurry, only 1 left!",Scarcity,1
"No, I'd rather pay full price.",Misdirection,4
Sparkling Elegance,Not Dark Pattern,0
Only 6 left,Scarcity,1
 Love the way you pay ,Not Dark Pattern,0
"50% OFF Everything (yep, even sale) + $5.99 Shipping* ENDS IN 12h 13m 56s",Urgency,3
 Get The Look The Full Story Shop Now Read More ,Not Dark Pattern,0
Screen print graphics,Not Dark Pattern,0
(Only 1 Left),Scarcity,1
 School Shoes,Not Dark Pattern,0
"Someone from Osijek, Croatia just bought TMC CP Style Single Pistol Pouch",Social Proof,2
Photography Projector,Not Dark Pattern,0
"Someone in Paris, France just purchased a Kanpeki Knife Set",Social Proof,2
13 people have added this to their cart,Social Proof,2
"No thanks, I’ll skip this amazing super-saver deal. I don’t need so many beautiful textures",Misdirection,4
50% OFF for Limited Time Only!!!,Urgency,3
"Rs 4,013 (Retail Discount) + Rs 2,997 (Limited Time Coupon)",Urgency,3
ONLY 3 LEFT IN STOCK!,Scarcity,1
More Info,Not Dark Pattern,0
In Stock (8) Left,Scarcity,1
"No thanks, I'd like 0% off",Misdirection,4
Sports ,Not Dark Pattern,0
Ericdress Summer Patchwork Polyester Long Women's Tank Top,Not Dark Pattern,0
Blankets Throws,Not Dark Pattern,0
"3,081 people have viewed this item",Social Proof,2
Ribbons,Not Dark Pattern,0
Let's make sure you have everything else you need,Misdirection,4
"No thanks, free stuff isn't for me.",Misdirection,4
Warm Tips,Not Dark Pattern,0
"Hurry, only 2 left in stock",Scarcity,1
JFN Ladies Flat Embroidered Slip-On Dirty Shoes Vintage Thong Sandals,Not Dark Pattern,0
Low In Stock Today,Scarcity,1
Different Types of Gold,Not Dark Pattern,0
Towel Rails & Racks,Not Dark Pattern,0
Soft Flexible (Classic) ,Not Dark Pattern,0
Download Now,Not Dark Pattern,0
Patient Transfer Devices,Not Dark Pattern,0
Q: Will this damage my hair?,Not Dark Pattern,0
"Synne Kristine in Halden, bought Classic Bokksu Subscription (Billed Every 1 Month) (Ships every 1 Months) about 45 minutes ago",Social Proof,2
 Shoe Care ,Not Dark Pattern,0
Return my item,Not Dark Pattern,0
Professional Color Tool Kit / Addons,Misdirection,4
Low Stock! Only 3 left.,Scarcity,1
LOW IN STOCK!! GET YOURS NOW,Scarcity,1
 Nursery ,Not Dark Pattern,0
Your order is reserved for 09:58 minutes!,Urgency,3
 Drive and Focus ,Not Dark Pattern,0
I already have this item. Do not add this to cart,Misdirection,4
Cap Construction,Not Dark Pattern,0
 Supporting All Artists Create because you can ,Not Dark Pattern,0
beautifully written prose,Not Dark Pattern,0
Will sell out fast!,Scarcity,1
Striped Tops,Not Dark Pattern,0
Don’t worry. We’ve got your back.,Not Dark Pattern,0
What Are Healing Crystals?,Not Dark Pattern,0
Baby Nursing & Feeding,Not Dark Pattern,0
Graduations,Not Dark Pattern,0
Your order is reserved for 07:28 minutes!,Urgency,3
Search Result:Search Results: ,Not Dark Pattern,0
Horizon Wide Neck Sweatshirt,Not Dark Pattern,0
"25,439 people have viewed this item",Social Proof,2
"no thanks, I'll save money another day",Misdirection,4
(Only 5 Left),Scarcity,1
ShopClose menu,Not Dark Pattern,0
Either because we're updating the site or because someone spilled coffee on it again. We'll be back just as soon as we finish the update or clean up the coffee.,Not Dark Pattern,0
 MIN Twins ,Not Dark Pattern,0
LIMITED TIME OFFER! FREE SHIPPING OVER $99 + FREE RETURNS*,Urgency,3
Cincinnati Bengals T-Shirts,Not Dark Pattern,0
"No thanks, I don't want the free gift.",Misdirection,4
 Military Discount ,Not Dark Pattern,0
 Brass Shankh ,Not Dark Pattern,0
 C.P. Company ,Not Dark Pattern,0
Memory Cards,Not Dark Pattern,0
 New Arrivals,Not Dark Pattern,0
Everything was perfect. The delivery was very smooth and the products were in great condition as well.,Not Dark Pattern,0
Free Shipping,Not Dark Pattern,0
Hurry! Only 2 Left,Scarcity,1
"The site was easy to navigate. I haven't received my shoes yet, but overall a good experience.",Not Dark Pattern,0
"No, I don't want a discount",Misdirection,4
No thanks. I don’t want to save money.,Misdirection,4
What could have caused this?,Not Dark Pattern,0
Tribeca Remotes,Not Dark Pattern,0
Limited stock Only 2 left,Scarcity,1
Clear filter,Not Dark Pattern,0
 help@postergully.com,Not Dark Pattern,0
 info@chainedandable.com ,Not Dark Pattern,0
Only 1 products left,Scarcity,1
Free Embroidery Patterns,Not Dark Pattern,0
style to command,Not Dark Pattern,0
Popular item! 🔥 27 people recently purchased this.,Social Proof,2
Trending now! Added to basket 490 times today,Social Proof,2
Baby Bathtubs,Not Dark Pattern,0
Oxfords & Loafers,Not Dark Pattern,0
2 DAYS 13:06:13,Urgency,3
Bathroom Basins,Not Dark Pattern,0
 Travel Accessories ,Not Dark Pattern,0
 Resend One time Pin ,Not Dark Pattern,0
"NO, I'LL PAY FULL PRICE",Misdirection,4
 V-neck Casual Loose Vintage Print Short Sleeve T-shirt ,Not Dark Pattern,0
There is only one product left!,Scarcity,1
"Plus, get free shipping on your first order!",Not Dark Pattern,0
Hurry Up ! Time is running out,Urgency,3
Charleston ,Not Dark Pattern,0
 Cosmic Rainbow ,Not Dark Pattern,0
FOR THE ULTIMATE EXPERIENCE: (Can select more than one),Misdirection,4
Only 5 left in stock,Scarcity,1
"No, thanks, I´d rather pay more",Misdirection,4
 dFresh - Fresh Products ,Not Dark Pattern,0
 All Men's Brands ,Not Dark Pattern,0
"Nah, I like paying full price",Misdirection,4
 Flex Mount ,Not Dark Pattern,0
00 DAYS 00 HOURS 29 MINUTES 26 SECONDS,Urgency,3
Did you know that Shaver heads need replacing every 12 - 18 months? Get the Shaver Guard cleaning spray to extend its life for up to another 6 months!,Misdirection,4
HURRY! DON'T MISS THIS DEAL! DAYS 0 1 HRS 1 2 MINS 3 1 SECONDS,Urgency,3
Last purchase was 18 minutes ago by someone from Dublin,Social Proof,2
HURRY! ONLY 11 LEFT IN STOCK.,Scarcity,1
"No thanks, I don't like good deals.",Misdirection,4
Only 7 left in stock.,Scarcity,1
Baby Size Guide,Not Dark Pattern,0
Share this product,Not Dark Pattern,0
White Plus Size Clothing,Not Dark Pattern,0
I'd rather pay full price,Misdirection,4
Only 7 left in stock!,Scarcity,1
Musical Toys,Not Dark Pattern,0
"Someone in DOVER, United States just bought Crew 15 mins ago",Social Proof,2
64 users bought this product Touch: The Set - Touch XL & TouchUp Makeup Mirror Bundle,Social Proof,2
Dressmakers Mannequins ,Not Dark Pattern,0
+ Performance Cookies,Not Dark Pattern,0
You left 2 items in your bag Released in: 29 minutes :07 seconds,Urgency,3
1DAYS 04 HOURS 17 MINUTES 18 SECONDS,Urgency,3
78 Persons looking for this product,Social Proof,2
SHOP TRIATHLON,Not Dark Pattern,0
Glow Gear,Not Dark Pattern,0
 Synthesis Alloy Collection ,Not Dark Pattern,0
Only a few left of this product!,Scarcity,1
NEED ADDITIONAL HELP?,Not Dark Pattern,0
Shipping and Duties,Not Dark Pattern,0
2 viewed per hour,Social Proof,2
"Like many websites, we share certain information, such as your IP address, device ID or similar online identifier, with certain third parties, such as social networks and advertising networks. This information is used to personalize advertising you see after you’ve visited our website. The California Consumer Privacy Act (“CCPA”) considers our sharing of that information in this manner to be a “sale.”For more information about the First and Third Party Cookies used please follow this link.",Not Dark Pattern,0
Only 2 left,Scarcity,1
8 people have viewed this product today!,Social Proof,2
Stay Connected,Not Dark Pattern,0
Only one left in stock - order soon!,Scarcity,1
Add your favourites to cart,Not Dark Pattern,0
Only 9 Left.,Scarcity,1
 Entertainment Centers & TV Stands ,Not Dark Pattern,0
Sharmeen Atif From Karachi just bought Stylish Metal Glasses Frames For Kids-Assorted-NA7157,Social Proof,2
Limited-time Deal,Scarcity,1
1 other customers have this item in their shopping cart,Social Proof,2
Converse,Not Dark Pattern,0
Back by Demand,Not Dark Pattern,0
Custom Women's Apparel,Not Dark Pattern,0
All Womens Accessories,Not Dark Pattern,0
Natural Backgrounds,Not Dark Pattern,0
33 sold in last 12 hours.,Social Proof,2
00 HRS 57 MINS 56 SECS,Urgency,3
20 units left,Scarcity,1
"If you are one of those constantly devoted to healthy eating, weight loss plans,..",Not Dark Pattern,0
Not sold separately,Not Dark Pattern,0
Bearded Dragon Substrates,Not Dark Pattern,0
Only 3 left in stock.,Scarcity,1
"Only 3 left , In Stock",Scarcity,1
 Added to Favorites ,Not Dark Pattern,0
Pedal Refresh Kit - Doubleshot,Not Dark Pattern,0
Interactive Tent Finder,Not Dark Pattern,0
 LOGO BLACK ,Not Dark Pattern,0
Current Offers,Not Dark Pattern,0
Only 9 left in stock,Scarcity,1
35% OFF EVERYTHING* EXCL SALE & BEAUTY ENTER: DOLL35 - HURRY! ENDS IN  16H 59M 06S,Urgency,3
Offer ends 0Hours:04Minutes:46Seconds,Urgency,3
 Summer Casual Printed Loosen Short Sleeve T-Shirt ,Not Dark Pattern,0
Don't Know Pincode?,Not Dark Pattern,0
"NO THANKS, I DON'T WANT 20% OFF MY ORDER",Misdirection,4
Boxster Remotes,Not Dark Pattern,0
00 Days 02 Hrs 26 Mins 12 Sec Sale Ends Once The Timer Hits Zero!,Urgency,3
Infrared Night Vision,Not Dark Pattern,0
3 LEFT,Scarcity,1
Only 1 Item(s) left,Scarcity,1
"LIMITED TIME OFFER 10% OFF - ENTER CODE \""CASES\"" AT CHECKOUT",Urgency,3
Low in stock: only 2 left.,Scarcity,1
Bike Parts & Components,Not Dark Pattern,0
2 LEFT,Scarcity,1
ONLY 1 LEFT IN STOCK!,Scarcity,1
 PHX Mercury ,Not Dark Pattern,0
5338 people bought this,Social Proof,2
Looking for your order history?,Not Dark Pattern,0
Only 1 left in stock.,Scarcity,1
Your cart is reserved for 09:35 minutes.,Urgency,3
Only 3 left,Scarcity,1
"After trying several other shades of red, I’ve tried this one and just love it. It is the perfect shade of brown with beautiful red highlights, very rich color, and very beautiful.",Not Dark Pattern,0
Glasses and Goggles,Not Dark Pattern,0
BMW Remotes,Not Dark Pattern,0
"mark in richmond hill, United States purchased a Fugoo Tough 11 minutes ago",Social Proof,2
 Articles: Medical Matters ,Not Dark Pattern,0
 How to Recycle ,Not Dark Pattern,0
"No, I don't feel lucky.",Misdirection,4
 Jersey GBP,Not Dark Pattern,0
JUST 1 LEFT!,Scarcity,1
Feedback,Not Dark Pattern,0
"NO THANKS, I DON’T WANT 15% OFF",Misdirection,4
Motion Control System,Not Dark Pattern,0
" is full of sorrow and joy that weaves the life stories of its characters, exploring relationships, illness and loss * Manchester Weekly News *",Not Dark Pattern,0
62 people have looked at this item in the last few hours.,Social Proof,2
Cheaney,Not Dark Pattern,0
 GeekVape Pursue a Healthy Vaping Experience ,Not Dark Pattern,0
 Brushes + Tools ,Not Dark Pattern,0
Sale ending in 0 days 04 hours 12 minutes 10 seconds,Urgency,3
"To qualify, simply verify your status during checkout on the payment step. We verify through ID.me, our trusted technology partner for secure digital identity verification. ",Not Dark Pattern,0
"No thanks, I prefer to pay full price.",Misdirection,4
"No thanks, I hate cool stuff",Misdirection,4
Low Stock,Scarcity,1
143 BOUGHT,Social Proof,2
Pillow & Foam Bed Wedges,Not Dark Pattern,0
"Dog Collars, Leads & Tethers",Not Dark Pattern,0
Pleated Skirts,Not Dark Pattern,0
Printed ,Not Dark Pattern,0
"No Thanks, I'll Pay Full Price",Misdirection,4
404 Orders,Social Proof,2
Casual Wear,Not Dark Pattern,0
You might also like,Not Dark Pattern,0
"Hurry! Sale Ends In:

02:59:50",Urgency,3
